"ID";"Nit_IPS";"Nit_EPS";"Proceso";"DescripcionProceso";"Estado";"Cuenta";"Banco";"FechaPagoFactura";"NumeroPago";"TipoOperacion";"NumeroFactura";"ValorBrutoPagar";"ValorDescuento";"ValorIva";"ValorRetefuente";"ValorReteiva";"ValorReteica";"ValorOtrasRetenciones";"ValorCruces";"ValorAnticipos";"ValorTotal";"ValorTranferido";"Regional";"llaveCompuesta";"idUser";"Soporte";"FechaRegistro";"FechaActualizacion";"Sync"
"2545";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22790";"2823282";"0";"0";"0";"0";"0";"0";"0";"0";"2823282";"2823282";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2546";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22836";"3120062";"0";"0";"0";"0";"0";"0";"0";"0";"3120062";"3120062";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2547";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"2465";"39837";"0";"0";"0";"0";"0";"0";"0";"0";"39837";"39837";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2548";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"2467";"6000";"0";"0";"0";"0";"0";"0";"0";"0";"6000";"6000";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2549";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"2476";"330877";"0";"0";"0";"0";"0";"0";"0";"0";"330877";"330877";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2550";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"19443";"3855058";"0";"0";"0";"0";"0";"0";"0";"0";"3855058";"3322453";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2551";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22025";"11147696";"0";"0";"0";"0";"0";"0";"0";"0";"11147696";"9342496";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2552";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22057";"5475833";"0";"0";"0";"0";"0";"0";"0";"0";"5475833";"5361602";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2553";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22059";"104821579";"0";"0";"0";"0";"0";"0";"0";"0";"104821579";"104587719";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2554";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22066";"20199029";"0";"0";"0";"0";"0";"0";"0";"0";"20199029";"18638451";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2555";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22068";"5076583";"0";"0";"0";"0";"0";"0";"0";"0";"5076583";"4953243";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2556";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22070";"2517372";"0";"0";"0";"0";"0";"0";"0";"0";"2517372";"1804572";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2557";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22071";"18290516";"0";"0";"0";"0";"0";"0";"0";"0";"18290516";"13799364";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2558";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22078";"42345060";"0";"0";"0";"0";"0";"0";"0";"0";"42345060";"36874935";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2559";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22117";"20212980";"0";"0";"0";"0";"0";"0";"0";"0";"20212980";"13644143";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2560";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22123";"89290038";"0";"0";"0";"0";"0";"0";"0";"0";"89290038";"67376856";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2561";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22124";"58389015";"0";"0";"0";"0";"0";"0";"0";"0";"58389015";"42692527";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2562";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22125";"194867801";"0";"0";"0";"0";"0";"0";"0";"0";"194867801";"111904174";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2563";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22130";"581205";"0";"0";"0";"0";"0";"0";"0";"0";"581205";"309764";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2564";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22230";"11419250";"0";"0";"0";"0";"0";"0";"0";"0";"11419250";"6366330";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2565";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22246";"11868778";"0";"0";"0";"0";"0";"0";"0";"0";"11868778";"10551393";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2566";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22252";"139345403";"0";"0";"0";"0";"0";"0";"0";"0";"139345403";"122328440";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2567";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22253";"12821811";"0";"0";"0";"0";"0";"0";"0";"0";"12821811";"10209480";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2568";"813001952";"900833180";"3297";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-09";"498";"2502";"22254";"89324091";"0";"0";"0";"0";"0";"0";"0";"0";"89324091";"35956570";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2569";"813001952";"900833180";"3301";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-10";"499";"2502";"5736061387";"16595526";"0";"0";"0";"0";"0";"0";"0";"0";"16595526";"6592895";"HUILA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2570";"813001952";"900833180";"3301";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-10";"499";"2502";"22256";"14157432";"0";"0";"0";"0";"0";"0";"0";"0";"14157432";"14140732";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2571";"813001952";"900833180";"3301";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-10";"499";"2502";"22257";"3691596";"0";"0";"0";"0";"0";"0";"0";"0";"3691596";"3594379";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2572";"813001952";"900833180";"3301";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-10";"499";"2502";"22258";"70356712";"0";"0";"0";"0";"0";"0";"0";"0";"70356712";"49788094";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2573";"813001952";"900833180";"3301";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-10";"499";"2502";"22260";"3173148";"0";"0";"0";"0";"0";"0";"0";"0";"3173148";"3132648";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2574";"813001952";"900833180";"3301";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-10";"499";"2502";"22262";"68838701";"0";"0";"0";"0";"0";"0";"0";"0";"68838701";"41518976";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2575";"813001952";"900833180";"3301";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-10";"499";"2502";"22269";"210379149";"0";"0";"0";"0";"0";"0";"0";"0";"210379149";"107950543";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2576";"813001952";"900833180";"3301";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-10";"499";"2502";"22503";"8352604";"0";"0";"0";"0";"0";"0";"0";"0";"8352604";"7773574";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
"2577";"813001952";"900833180";"3301";"ABONO CAQUETA PAGO SEDE NAL";"CONFIRMADO";"76000308635";"DAVIVIENDA";"2011-03-10";"499";"2502";"22504";"267765";"0";"0";"0";"0";"0";"0";"0";"0";"267765";"240148";"CAQUETA";"pago_eps_900833180_813001952_20190526";"3";"../../../soportes/813001952/pago_eps_900833180_813001952_20190526.xls";"2019-05-26 03:36:07";"2019-05-26 03:36:07";"0000-00-00 00:00:00"
